mmsi,buque,pabellon,lat,lon,speed_kn,timestamp
703,Estrella FOC,FOC-1,-55.682,-63.58,10.162670504623897,2026-06-03 12:00:00
703,Estrella FOC,FOC-1,-55.573,-64.17,8.65667724454503,2026-06-03 13:00:00
703,Estrella FOC,FOC-1,-55.464,-64.75999999999999,10.517386733971533,2026-06-03 14:00:00
703,Estrella FOC,FOC-1,-55.355000000000004,-65.35,8.347621509839545,2026-06-03 15:00:00
703,Estrella FOC,FOC-1,-55.246,-65.94,10.267372419654922,2026-06-03 16:00:00
703,Estrella FOC,FOC-1,-55.137,-66.53,11.336752931735491,2026-06-03 17:00:00
703,Estrella FOC,FOC-1,-55.028,-67.12,11.810326562693788,2026-06-03 18:00:00
703,Estrella FOC,FOC-1,-54.919000000000004,-67.71,12.55725629624291,2026-06-03 19:00:00
703,Estrella FOC,FOC-1,-54.81,-68.3,8.63245482378157,2026-06-03 20:00:00
704,Petrel,FOC-2,-54.81,-68.3,11.410470240665383,2026-06-02 00:00:00
704,Petrel,FOC-2,-54.85333333333334,-67.92222222222222,11.947538632939017,2026-06-02 01:00:00
704,Petrel,FOC-2,-54.89666666666667,-67.54444444444444,11.676668381805559,2026-06-02 02:00:00
704,Petrel,FOC-2,-54.940000000000005,-67.16666666666667,9.384811421872513,2026-06-02 03:00:00
704,Petrel,FOC-2,-54.983333333333334,-66.78888888888889,10.994156197339175,2026-06-02 04:00:00
704,Petrel,FOC-2,-55.02666666666667,-66.41111111111111,12.732066806672574,2026-06-02 05:00:00
704,Petrel,FOC-2,-55.07,-66.03333333333333,8.703271629172086,2026-06-02 06:00:00
704,Petrel,FOC-2,-55.11333333333334,-65.65555555555557,11.071605240308703,2026-06-02 07:00:00
704,Petrel,FOC-2,-55.156666666666666,-65.27777777777779,11.8347485827909,2026-06-02 08:00:00
704,Petrel,FOC-2,-55.2,-64.9,9.664090781209676,2026-06-02 09:00:00
704,Petrel,FOC-2,-55.17085148483571,-64.8522942396139,3.6652036849577114,2026-06-02 13:00:00
704,Petrel,FOC-2,-55.28354462539975,-64.82701395571195,2.521582120195434,2026-06-02 14:00:00
704,Petrel,FOC-2,-55.30061042907159,-64.66656378250462,3.3853865378946493,2026-06-02 15:00:00
704,Petrel,FOC-2,-55.33085401234144,-64.49194617681933,3.3006804150229083,2026-06-02 16:00:00
704,Petrel,FOC-2,-55.31038461505906,-64.39196114138825,4.219318883968629,2026-06-02 17:00:00
704,Petrel,FOC-2,-55.35454906330164,-64.36623206677906,3.1165599397353687,2026-06-02 18:00:00
704,Petrel,FOC-2,-55.35,-64.3,8.275432954190752,2026-06-02 19:00:00
704,Petrel,FOC-2,-55.29,-64.74444444444444,8.856168337224966,2026-06-02 20:00:00
704,Petrel,FOC-2,-55.230000000000004,-65.18888888888888,11.377385262512869,2026-06-02 21:00:00
704,Petrel,FOC-2,-55.17,-65.63333333333333,10.190020400114866,2026-06-02 22:00:00
704,Petrel,FOC-2,-55.11,-66.07777777777777,11.865574872112877,2026-06-02 23:00:00
704,Petrel,FOC-2,-55.050000000000004,-66.52222222222223,10.82812658151723,2026-06-03 00:00:00
704,Petrel,FOC-2,-54.99,-66.96666666666667,9.601121116865368,2026-06-03 01:00:00
704,Petrel,FOC-2,-54.93,-67.41111111111111,11.798888111667857,2026-06-03 02:00:00
704,Petrel,FOC-2,-54.870000000000005,-67.85555555555555,9.531122782165006,2026-06-03 03:00:00
704,Petrel,FOC-2,-54.81,-68.3,8.036837390069588,2026-06-03 04:00:00
